Feature ID,m/z,Retention Time,Score_Description,Name_or_Class,SMILES,Formula,FluoroMatch DTXSID,Likely PFAS?,Mass Defect in PFAS Space?,2+_homologous_series,3+_homologous_series,Number_of_F_Fragments,FINAL DTXSID,FINAL DTXSID NOTES,CONFIRM PFAS?,Reviewed?
3366,371.0845,10.65,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C17H13F5N2O2,DTXSID90846777,FALSE,TRUE,TRUE,FALSE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
3458,374.9691,6.17,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFCA-unsaturated,O=C([OH])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(/F)=C(\F)C(F)(F)F,C8HF13O2,,TRUE,TRUE,TRUE,TRUE,12,,Adduct (m/z difference of 62.0004) of PFCA. ,,Yes
3463,374.99,5.43,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","[(1,1,2,3,3,4,4,5,5,6,6,6-Dodecafluorohexyl)oxy]acetic acid",OC(=O)COC(F)(F)C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H4F12O3,DTXSID70844615,TRUE,TRUE,TRUE,TRUE,6,,"Messy XIC, not reviewing",,No
3464,374.9922,1.47,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","[(1,1,2,3,3,4,4,5,5,6,6,6-Dodecafluorohexyl)oxy]acetic acid",OC(=O)COC(F)(F)C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H4F12O3,DTXSID70844615,FALSE,TRUE,TRUE,TRUE,2,,"XIC is messy, not reviewing",,No
3465,375.0094,6.95,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluoro-2-nonen-1-ol",OCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H5F13O,DTXSID80420762,FALSE,TRUE,TRUE,FALSE,2,,"Fragment at 94.9947 corresponds to C2HF2O2. Fragment at 180.9885 corresponds to C4F7. Fragment at 296.9776 corresponds to C6F11O. Based on fragmentation this appears to be some kind of polyfluorinated species with multiple oxygens, not the formula given by FM. Needs additional review.",YES,Yes
3500,375.9867,9.1,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFSM-perfluoroalkyl_sulfonamide_Et,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H6F11NO2S,,TRUE,TRUE,TRUE,TRUE,3,DTXSID901026630,No reference spectra in AMOS. Fragment at 268.9823 corresponds to C5F11. Fragment at 118.9927 corresponds to C2F5.,YES,Yes
3513,376.9351,6.24,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFSA-carbonyl,O=S(O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)=O,C6HF11O4S,,TRUE,TRUE,TRUE,TRUE,10,DTXSID901032372,"Fragment at 356.9786 corresponds to loss of HF from M with additional HF loss at 336.9728 and followed by CO2 loss at 292.9823. Fragment at 242.9860 corresponds to CF2 loss and 142.9925 shows additional C2F4 loss. Fragment at 130.9926 corresponds to C3F5. Fragment at 92.9957 corresponds to C3F3. Fragment at 79.9570 corresponds to SO3. Fragment at 68.9959 corresponds to CF2. Significant fluorinated fragments that confirm molecular formula, unsure of exact structure but assigning to carbonyl at level 3. ",YES,Yes
3516,376.9361,1.97,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFSA-carbonyl,O=S(O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)=O,C6HF11O4S,,FALSE,TRUE,TRUE,TRUE,2,,Retention time is earlier than high confidence annotation of same m/z within homologous series. No MS/MS for this this feature. This appears to be solvent front.,,Yes
3517,376.9567,5.78,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass OR 1+ common PFAS fragment (F containing), and exact mass). Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","Perfluoro-3,5,7,9-butaoxadecanoic acid",OC(=O)C(F)(F)OC(F)(F)OC(F)(F)OC(F)(F)OC(F)(F)F,C6HF11O6,DTXSID90723993,TRUE,TRUE,FALSE,FALSE,8,,No MS2 in Mzmine,,Yes
3519,376.9692,6.08,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFCA-diether_Hsubstituted,OC(=O)C(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,C7H2F12O4,,TRUE,TRUE,TRUE,TRUE,28,DTXSID40881350,"Compared to reference spectra on AMOS, user agreed match",YES,Yes
3521,376.9801,5.26,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C7H6F11O3P,,TRUE,TRUE,TRUE,TRUE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
3523,376.9846,5.9,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",FT-PFCA,OC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H3F13O2,DTXSID50472556,TRUE,TRUE,TRUE,TRUE,22,DTXSID50472556,"Compared to reference spectra on AMOS, user agreed match",YES,Yes
3553,378.9398,6.05,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFCA-Cl,O=C([OH])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[Cl],C7HClF12O2,DTXSID10371495,TRUE,TRUE,TRUE,TRUE,11,,No MS/MS in MZMine.,YES,Yes
3558,378.9643,6.12,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","2,3,3,3-Tetrafluoro-2-(nonafluorobutoxy)propanoic acid",OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,C7HF13O3,DTXSID00892361,TRUE,TRUE,TRUE,TRUE,11,DTXSID30892490,Compared to AMOS spectra of isomeric species. User agreed match.,YES,Yes
3560,379.0111,6.01,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass OR 1+ common PFAS fragment (F containing), and exact mass). Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","2,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoro-1-hydrazinylheptan-1-ol",NNC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H5F13N2O,DTXSID90794305,TRUE,TRUE,FALSE,FALSE,6,,No MS2 in Mzmine,,Yes
3590,380.9457,6.11,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSA-H,O=S([OH])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)C(F)(F)F,C6H2F12O3S,,TRUE,TRUE,TRUE,TRUE,9,DTXSID101032330,"No AMOS spectra for comparison. Fragment at 79,9568 corresponds to SO3. Fragment at 82.9605 corresponds to SO2F. Fragment at 98.9548 corresponds to SO3F. Fragmnet at 130.9899 corresponds to C3F5. Fragment at 230.9865 corresponds to C5F9. Fragment at 280.9802 corresponds to C6F11. Fragment at 360.9244 corresponds to HF loss to give C6F11O3S.",YES,Yes
3647,383.9955,5.63,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFSM-N_EtFSAA,CCN(CC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H8F9NO4S,DTXSID9071890,TRUE,TRUE,TRUE,TRUE,8,DTXSID9071890,No AMOS spectra for comparison. SO2F observed. Fragment at 325.9890 corresponds to C6H5F9NO2S (loss of C2H2O2). Fragment at 218.9852 corresponds to C4F9. Fragment at 282.9471 corresponds to C4F9O2S (loss of C4H7NO2).,YES,Yes
3679,386.1,10.7,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","5-[(2,2,3,3-Tetrafluoropropoxy)methyl]cytidine",NC1=NC(=O)N(C=C1COCC(F)(F)C(F)F)C1OC(CO)C(O)C1O,C13H17F4N3O6,DTXSID50812539,FALSE,FALSE,TRUE,TRUE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
3700,386.9894,5.66,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C9H4F12O3,,FALSE,TRUE,TRUE,TRUE,3,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
3704,387.0781,8.35,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C13H16F4N2O7,DTXSID20631895,FALSE,TRUE,TRUE,TRUE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
3752,388.969,2.53,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",Perfluorosuberic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O,C8H2F12O4,DTXSID50896450,TRUE,TRUE,TRUE,TRUE,6,,"Fragment at 345.1687 appears to be CO2 loss. Fragment at 280.9816 corresponds to C6F11 with CF2 loss at 230.9854. Fragment at 258.9803 corresponds to C6F9O. Fragment at 192.9899 corresponds to C5F7. Fragment at 118.9915 corresponds to C2F5. Fragments suggest fluorinated species containing terminal CO2 and additional ether inside. Formula is probably right but not correct structure,",YES,Yes
3808,390.9641,8.35,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFCA-unsaturated_ether,O=C([OH])C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(/F)=C(\F)C(F)(F)F,C8HF13O3,DTXSID4051372,TRUE,TRUE,TRUE,TRUE,11,,"Same annotation from FM for another feature. RT does not align with time observed for high confidence homologous series. This feature only present in ODS ground, and fragments make sense for structure. Assuming this is part of observed phenomena with ODS RT shifting.",,Yes
3809,390.9645,6.06,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFCA-unsaturated_ether,O=C([OH])C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(/F)=C(\F)C(F)(F)F,C8HF13O3,,TRUE,TRUE,TRUE,TRUE,32,DTXSID001035131,No AMOS spectra for comparison. Fragment at 370.9805 corresponds to HF loss. Fragment at 346.9794 corresponds to CO2 loss. Fragment at 280.9828 corresponds to C6F11. Fragment at 230.9859 corresponds to C5F9. Fragment at 196.9846 corresponds to C4F7O. Fragment at 180.9888 corresponds to C4F7. Fragment at 130.9926 corresponds to C3F5. Fragment at 84.9907 corresponds to CF3O. Fragment at 62.9885 corresponds to CFO2.,YES,Yes
3841,392.9459,6.45,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSA-H,O=S([OH])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)C(/F)=C(\F)C(F)(F)F,C7H2F12O3S,,TRUE,TRUE,TRUE,TRUE,7,DTXSID501022129,No AMOS spectra for comparison. Fragment at 372.9435 corresponds to HF loss. Fragment at 292.9824 corresponds to C5HF8O3S with subsequent CF2 losses at 242.9859 and 192.9889. Fragment at 98.9555 corresponds to to SO3F. Fragment at 79.9569 corresponds to SO3. SMILES proposed by FluoroMatch doesn't seem to match fragments and structure with formula in CompTox also doesn't match fragments. Proposed structure: FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)\C(F)=C(/F)S(=O)(=O)O. Assigning similar structure from CompTox for DTXSID. ,YES,Yes
3843,392.9659,5.42,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",FT-sulfonic_acid,O=S([OH])(=O)C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H5F11O4S,,TRUE,TRUE,TRUE,TRUE,18,DTXSID001034557,"Assigned DTXSID has correct molecular formula, but thinking hydroxy wrong location. No AMOS spectra for comparison. Fragment at 374.9548 corresponds to water loss. Fragment at 268.9843 corresponds to C5F11. Fragmnet at 192.9894 corresponds to C5F7. Fragment at 168.9893 C3F7. Fragment at at 122.9754 corresponds to C2H3SO4. Fragment at 94.9808 corresponds to CH3O3S. Fragment at 79.9572 corresponds to SO3.",YES,Yes
3844,392.9796,5.84,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",[(Tridecafluorohexyl)oxy]acetic acid,OC(=O)COC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H3F13O3,DTXSID60607534,TRUE,TRUE,TRUE,TRUE,23,DTXSID60607534,No AMOS spectra for comparison. Fragment at 348.9888 corresponds to CO2 loss. Fragment at 328.9853 corresponds to additonal HF loss with second HF loss at 308.9777. Fragment at 280.9839 coprresponds to C6F11. Fragment at 242.9869 corresponds to C6F9. Fragment at 218.9862 corresponds to C4F9. Fragment at 149.0041 corresponds to C3H2F5O. Fragment at 121.0081 corresponds to C2H2F5. Fragment at 79.9574 corresponds to SO3. XIC highly isomeric. Fragmentation supports chemical formula. Exact structure may be isomeric to DTXSID assigned. ,YES,Yes
3878,394.9761,5.25,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFCA-H,O=C([OH])C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H2F14O2,DTXSID70565479,TRUE,TRUE,TRUE,TRUE,3,,RT of feature occures earlier than high-confidence feature 3879. Based on XIC this appears to be noisy chromatogram integration and not real peak.,YES,Yes
3879,394.9755,6.18,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFCA-H,O=C([OH])C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H2F14O2,DTXSID70565479,TRUE,TRUE,TRUE,TRUE,6,,"Fragment at 374.9533 corresponds with HF loss. Fragment at 330.9788 corresponds to C7F13. Fragment at 280.9815 corresponds to C6F11. Fragment at 180.9890 corresponds to C4F7. Fragment at 118.9921 corresponds to C2F65. Fragment at 79.9568 would correspond to SO3. XIC is heavily isomeric. Fragmentation is similar to that of feature 2847. Definitely PFAS, but need additional opinion to assign identity.",YES,Yes
3881,394.9759,8,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",8H-Perfluorooctanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,C8H2F14O2,DTXSID70565479,TRUE,TRUE,TRUE,TRUE,8,,RT of feature occures later than high-confidence feature 3879. Based on XIC this appears to be some kind of in-source fragment of another compound. ,YES,Yes
3930,397.9523,7.72,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSM-perfluoroalkyl_sulfonamide,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H2F13NO2S,,TRUE,TRUE,TRUE,TRUE,8,DTXSID50469320,"Compared to reference spectra on AMOS, user agreed match",YES,Yes
3939,398.9362,10.56,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFSA-perfluoroalkyl,O=S([OH])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F),C6HF13O3S,DTXSID7040150,TRUE,TRUE,TRUE,TRUE,4,,RT of feature occurs earlier than high-confidence match of feature 3940. Suspect this feature is in-source measurement of another chemical.,YES,Yes
3940,398.9362,6.65,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSA-perfluoroalkyl,O=S([OH])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F),C6HF13O3S,,TRUE,TRUE,TRUE,TRUE,18,DTXSID7040150,"Compared to reference spectra on AMOS, user agreed match",YES,Yes
3973,400.9353,6.65,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass OR 1+ common PFAS fragment (F containing), and exact mass). Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C10H3Cl2F7N2O3,DTXSID2073772,TRUE,TRUE,FALSE,FALSE,4,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
3976,401.0251,5.6,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass OR 1+ common PFAS fragment (F containing), and exact mass). Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","5,5,6,6,7,7,8,8,9,9,10,10,10-tridecafluoro-2-methyldec-3-yn-2-ol",CC(C)(O)C#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H7F13O,DTXSID60331105,TRUE,TRUE,FALSE,FALSE,10,,Fragment at 62.9885 corresponds to CFO2.  Fragment at 166.9924 corresponds to C6F5. Frament at 216.9888 (C7F7) corresponds to HF loss from 236.9950 (C7HF8) and additional loss of HF from 257.0011 (C7H2F9). Fragment at 257.0111 suggests loss of CH2F2O2 from 341.0034 (C8H4F11O2). Fragments suggest polyfluorinated species with at least two oxygens. Needs additional review. C10H8F11O4,,Yes
3977,401.0759,10.46,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C15H13F7N2O3,DTXSID00896248,FALSE,TRUE,FALSE,FALSE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
4002,401.9457,6.65,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","4-Chlorophenyl (2,2,3,3,4,4,4-heptafluorobutanoyl)sulfamate",FC(F)(F)C(F)(F)C(F)(F)C(=O)NS(=O)(=O)OC1=CC=C(Cl)C=C1,C10H5ClF7NO4S,DTXSID70896179,TRUE,TRUE,TRUE,FALSE,5,,"Weak fragments overall in MS2, only obvious fragments for SO3",,Yes
4038,403.9871,6.39,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","3,5-Bis(heptafluoropropyl)-1H-1,2,4-triazole",FC(F)(F)C(F)(F)C(F)(F)C1=NC(=NN1)C(F)(F)C(F)(F)C(F)(F)F,C8HF14N3,DTXSID70368245,TRUE,TRUE,TRUE,FALSE,6,,"Fragments suggest small fluorinated tail with some nitrogen content, but not necessarily the sturcture given",YES,Yes
4067,405.9615,5.69,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFSM-FSAA,O=C([OH])CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H4F11NO4S,,FALSE,TRUE,TRUE,TRUE,2,DTXSID001026657,"No AMOS spectra for comparison. SO2H, C5F11, CH2NO2S observed. Fragments at 135.9700 and 347.9525 likely correspond to C2H2NO4S (loss of C5HF11) and C5HF11NO2S (loss of C2H2O2) respectively. ",YES,Yes
4070,406.9605,6.38,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",Perfluoro-3-{[1-(ethenyloxy)propan-2-yl]oxy}propanoic acid,OC(=O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)=C(F)F,C8HF13O4,DTXSID00880940,TRUE,TRUE,TRUE,TRUE,10,,"HF losses observed at 386.9558, 366.9503 and 282.9812. Fluorinated fragments observed at 146.9875 (C3F5O), 180.9910 (C4F7), 216.9898 (C4HF8O), and 230.9860 (C5F9). Fragments generally suggest polyfluorinated species with ether-like bonds. Fragments at 79 and 80 suggest SO3 and SO3H, so potentially sulfonic acid species. Needs additional review",YES,Yes
4072,406.9816,5.63,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","4,5,6,7-Tetrafluoro-3-(nonafluorobutyl)-1H-indazole",FC1=C(F)C(F)=C(F)C2=C1NN=C2C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11HF13N2,DTXSID20896220,TRUE,TRUE,TRUE,TRUE,35,,"HF losses observed at 386.9739, 366.9683, 346.9625, 326.9554, 306.9502, 267.0054, 246.9922, 226.9933, 206.9873. Fragment at 79, 90, and 98 correspond to SO3, SO3H, and SO3F respectively. Lots of HF losses and sulfur presence, meaning chemical formula is definitely wrong. Fragmentation suggestes polyfluorinated species with sulfur presence. Needs additional review.",YES,Yes
4117,410.9364,6.6,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSA-unsaturated,O=S([OH])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(/F)=C(\F)F,C7HF13O3S,,TRUE,TRUE,TRUE,TRUE,25,DTXSID101032285,"NO AMOS spectra for comparison. SO3, SO3F, and fluorinated fragment peaks observed. Expert confirmed PFAS, possibly unsaturated or cyclic. Assigning as unsatured. ",YES,Yes
4118,410.9365,3.77,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSA-unsaturated,O=S([OH])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(/F)=C(\F)F,C7HF13O3S,,TRUE,TRUE,TRUE,TRUE,8,,Retention time is earlier than high confidence annotation of same m/z within homologous series. This appears to be solvent front.,,Yes
4145,411.9901,5.8,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","Urea, N-(2-chloroethyl)-N'-(2,2,3,3,4,4,5,5,6,6-decafluorocyclohexyl)-N-nitroso-",FC1(F)C(NC(=O)N(CCCl)N=O)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C9H6ClF10N3O2,DTXSID50225766,TRUE,TRUE,TRUE,TRUE,3,,"Fragment at 180.9891 does corresponds to C4F7. Fragment at 246.9806 does correspond to C5F9O. Additonal fragments do not immediately show fluorinated presence. Fragments do not align with structure proposed by FluoroMatch. Other structures hit on precursor mass and fragments suggest ether-like structure, maybe fragment of other compound. ",YES,Yes
4154,412.9523,5.92,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",FT-sulfonic_acid,O=S([OH])(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H3F13O3S,,TRUE,TRUE,TRUE,TRUE,20,DTXSID201035549,"No AMOS spectra for comparison. Fragment at 392.9459 corresponds to HF loss, and fragment at 372.9408 corresponds to 2nd HF loss. Fragment at 180.9880 corresponds to C4F7 (possible if non-fluorinated carbon is within CF backbone)",,Yes
